frame,img_path,pelvis_x,pelvis_y,pelvis_z,l_foot_x,l_foot_y,l_foot_z,r_foot_x,r_foot_y,r_foot_z,l_hand_x,l_hand_y,l_hand_z,r_hand_x,r_hand_y,r_hand_z
0,walking-000001.png,0.0,-1.7213345065240326,0.0,-0.010282657109200954,0.0,0.08750090060107385,0.09751424193382263,-0.013791953661001388,-0.0540990831551077,0.158963143825531,-1.5561925786167874,0.37236796531624716,0.11818362027406693,-1.5693937417025483,-0.4518966854232385
1,walking-000002.png,0.5143300080671906,-1.7136804830788297,-0.050750666631748154,-0.010282657109200954,-0.03263295151023149,0.08750090060107385,1.1087031746283174,0.0,-0.1258545063403911,0.6933123702183366,-1.5525355461570052,0.314814799560779,0.6370483199134469,-1.5711003077040204,-0.5046306205317523
2,walking-000003.png,0.5547053599730134,-1.7109865940481583,-0.049783803662156234,-0.008969089947640896,-0.07053485238726864,0.10076734420967023,1.1087031746283174,0.0,-0.1258545063403911,0.7075075889006257,-1.5426308296668283,0.313601793929675,0.6711006620898843,-1.5707129800374438,-0.493234405025544
3,walking-000004.png,0.6073507452383637,-1.7268988781232995,-0.044914060500227115,0.0056082988157868385,-0.10231923775480345,0.09229219545069364,1.1087031746283174,0.0,-0.1258545063403911,0.7554303342476487,-1.550426969396839,0.3047853169231017,0.7238007122650743,-1.5791762189117824,-0.4901788968005474
4,walking-000005.png,0.6736534619703889,-1.7343133479605624,-0.02860253945339336,0.041147210635244846,-0.13442530168097688,0.09631977462520852,1.1087031746283174,0.0,-0.1258545063403911,0.8038471871986985,-1.5547707813027987,0.3186050671572893,0.782149844802916,-1.580116759047666,-0.4752918670736991
5,walking-000006.png,0.7461410248652101,-1.7347780404740787,-0.046873769975948554,0.08928037527948618,-0.1640315437416271,0.08579178291097034,1.1087031746283174,0.0,-0.1258545063403911,0.8788385773077607,-1.575392641982217,0.3214107061477305,0.8604600885882974,-1.5918405475044282,-0.4952105730606074
6,walking-000007.png,0.8131943428888917,-1.7584975784161117,-0.0783420465680135,0.16816545370966196,-0.19682333381751493,0.024836324466849025,1.1087031746283174,0.0,-0.1258545063403911,0.9397935653105378,-1.5884729621233973,0.30630639485114475,0.9291166821494699,-1.6120196779386164,-0.524776896939073
7,walking-000008.png,0.864311390556395,-1.749948328281694,-0.0899959415400291,0.26202201191335917,-0.27099409038537514,-0.013495229167933831,1.1087031746283174,0.0,-0.1258545063403911,0.9752484941855073,-1.5768266662377681,0.29807909391622495,0.9973505372181535,-1.6061771359925798,-0.550332682990605
8,walking-000009.png,0.9169606352224946,-1.740911791609622,-0.08169821930435697,0.3501149797812104,-0.29836447279032985,0.04287063300680874,1.1087031746283174,0.0,-0.1258545063403911,1.03177594486624,-1.5756299435602692,0.32150474175827337,1.0591192925348878,-1.6000031269148556,-0.5355764066319476
9,walking-000010.png,0.947220110334456,-1.7536523704233655,-0.09398699314620271,0.4320308202877641,-0.2866510812097949,0.09609254458983621,1.1087031746283174,0.0,-0.1258545063403911,1.058521562255919,-1.596721295052259,0.30808913244418523,1.102868759073317,-1.6215355804001839,-0.550369224078321
10,walking-000011.png,0.9955500969663262,-1.7490593132315229,-0.13555416225636435,0.5908786961808801,-0.2871334111016568,0.058282505650079725,1.1087031746283174,0.0,-0.1258545063403911,1.1617222437635064,-1.5976288077770713,0.2593510934259902,1.1649928102269769,-1.6311282628037147,-0.5877277423540797
11,walking-000012.png,1.0258827665820718,-1.7454768541416747,-0.11730122241351809,0.730996266938746,-0.21076077556456108,0.11421027666148728,1.1087031746283174,0.0,-0.1258545063403911,1.2343653002753854,-1.603509211478117,0.2599342202002599,1.1881203213706613,-1.6314761913418485,-0.5594743409903086
12,walking-000013.png,1.046733164228499,-1.7086460537217916,-0.11761908776695726,0.9016386056318879,-0.1435589187280646,0.18873743110331512,1.1087031746283174,0.0,-0.1258545063403911,1.2427588189020753,-1.5592584113163523,0.28440305749748196,1.213843577541411,-1.601712088787333,-0.5554170408871885
13,walking-000014.png,1.0823203241452575,-1.7294423454027423,-0.15144533668521956,1.154066069982946,-0.06020780927218272,0.1128296240403954,1.1087031746283174,0.0,-0.1258545063403911,1.2451947098597884,-1.5620246255662484,0.21847033494833765,1.2260208642110229,-1.6162978261644212,-0.5823779607851105
14,walking-000015.png,1.1130509776994586,-1.7419357149070442,-0.17717602738339341,1.2286540074273944,-0.0881365763340709,0.14444329074718662,1.1087031746283174,0.0,-0.1258545063403911,1.2175164921209216,-1.5715387112865498,0.19472719350278936,1.2303406996652484,-1.6147320517506707,-0.6201843369302837
15,walking-000016.png,1.1483084755018353,-1.7435115228404763,-0.15998387691094446,1.363840808160603,-0.07507182165357285,0.1824871728994823,1.1087031746283174,0.0,-0.1258545063403911,1.2588154124096036,-1.5718825053737866,0.2078282512887048,1.2469925926998258,-1.6129197544461564,-0.6060123830112478
16,walking-000017.png,1.2028065705671906,-1.7512004626595947,-0.17294238589333033,1.568943657912314,-0.051684290422287615,0.14549807052068958,1.1087031746283174,0.0,-0.1258545063403911,1.330367007292807,-1.5977475221155995,0.1707817945793949,1.2681483188644052,-1.623896946171404,-0.6178732198967072
17,walking-000018.png,1.230004639364779,-1.755741750152835,-0.15400531215630076,1.7079276451840997,-0.05752732929654969,0.1512421359649353,1.1087031746283174,0.0,-0.1258545063403911,1.3699475834146142,-1.6235680942873145,0.2121272999864719,1.2872810931876302,-1.62006794991777,-0.6107113364201859
18,walking-000019.png,1.2786635095253587,-1.7653114650685158,-0.12751584783725742,1.8470938736572862,-0.07758354453112104,0.19733958491179485,1.1087031746283174,0.0,-0.1258545063403911,1.4169787848368287,-1.6223490419695998,0.24682135321687207,1.306439463980496,-1.6270119453814265,-0.5872836395520218
19,walking-000020.png,1.3188457572832704,-1.7625742823491375,-0.11998596559083113,1.9364602053537965,-0.09145611484228988,0.14376737886348484,1.1087031746283174,0.0,-0.1258545063403911,1.443318092264235,-1.6234553157746237,0.26743304268606954,1.3188037498402991,-1.617786598973861,-0.5805464686121502
20,walking-000021.png,1.3623422468081117,-1.769585037610147,-0.09435366427576725,2.0047561610117555,-0.10589941814302284,0.10548222947668098,1.1087031746283174,0.0,-0.1258545063403911,1.475634933449328,-1.6194588405220738,0.26817760136607033,1.349073763936758,-1.6201372069975655,-0.5482906257213631
21,walking-000022.png,1.404355057515204,-1.7579732182806016,-0.07964439051813063,2.031144686974585,-0.08596785566513199,0.14193803055129117,1.1087031746283174,0.0,-0.1258545063403911,1.523922779597342,-1.6159743213802427,0.28947400251155,1.381548116914928,-1.6075074951875616,-0.5353831504824307
22,walking-000023.png,1.4458225751295686,-1.7503318843992623,-0.08721766735228872,2.0527403140440583,-0.07218547278888598,0.09300527191621621,1.1087031746283174,0.0,-0.1258545063403911,1.5607402632012963,-1.6043050997977608,0.2724360436973191,1.4192172242328525,-1.5958031552870524,-0.5421153893196098
23,walking-000024.png,1.5095135057345033,-1.712891111549241,-0.07533017971098285,2.0657903039827943,-0.04436437842088403,0.1317470506524885,1.1087031746283174,0.0,-0.1258545063403911,1.619413779117167,-1.5666435178249938,0.293121098514993,1.4739428320899606,-1.5742412050046621,-0.5312362173243694
24,walking-000025.png,1.5530023062601686,-1.6976240880579998,-0.059700524052475945,2.0943753803148866,-0.026978098591443622,0.08501903192088381,1.1087031746283174,0.0,-0.1258545063403911,1.6735968375578523,-1.547007781921207,0.3013196648905636,1.5116127775982022,-1.5544410158669346,-0.5123577340332843
25,walking-000026.png,1.6257912898436189,-1.687495853142004,-0.062045439972931715,2.134299614466727,0.0,0.05806225424785208,1.1087031746283174,-0.001750729542242535,-0.1258545063403911,1.746897586621344,-1.539563851124893,0.27045074812440273,1.5753667959943414,-1.5353444074649523,-0.5061775416430765
26,walking-000027.png,1.666154840029776,-1.700154044805813,-0.02623519950575051,2.134299614466727,0.0,0.05806225424785208,1.092149474658072,-0.032970602771563495,-0.11655965697475162,1.7830646792426705,-1.5341930356919569,0.30794148746232153,1.6130156898871064,-1.5390620755989006,-0.4876079220379055
27,walking-000028.png,1.7167199337854981,-1.7194940651181871,-0.01703089155993115,2.134299614466727,0.0,0.05806225424785208,1.0937900627031922,-0.07131520299746374,-0.10172130053096531,1.823482141830027,-1.5384560870615833,0.34177957118171887,1.659030427224934,-1.5538243282293132,-0.48601919665640925
28,walking-000029.png,1.7793511832132936,-1.7355805180686756,-0.024372429209840313,2.134299614466727,0.0,0.05806225424785208,1.1190041387453675,-0.10745702523589351,-0.09076796959255565,1.8813905203714967,-1.5672653991826642,0.3566515939864763,1.7179889949038625,-1.5706102744124997,-0.48649200381522906
29,walking-000030.png,1.8327784026041627,-1.7500421449221955,-0.037610745236349635,2.134299614466727,0.0,0.05806225424785208,1.1515624010935426,-0.14375180504526974,-0.06462752210068345,1.9282722333446145,-1.585020490665678,0.36984060043304523,1.7845596643164754,-1.5966468449908238,-0.5015905765226932
30,walking-000031.png,1.8941100621595979,-1.7329263206323713,-0.05215628157909011,2.134299614466727,0.0,0.05806225424785208,1.21356085781008,-0.16395470222357944,-0.05845391158742716,1.9976538056507707,-1.5769114543461016,0.3467723077887468,1.8675121637061238,-1.5806265099419372,-0.5021271617220895
31,walking-000032.png,1.9420968377962708,-1.7380203972963932,-0.034964940458524385,2.134299614466727,0.0,0.05806225424785208,1.2808854663744569,-0.20367225182002624,-0.1154780335454036,2.056351208128035,-1.5722452384574828,0.36330818776192575,1.9371329033747315,-1.581535704601962,-0.49516532389554335
32,walking-000033.png,1.980398409999907,-1.7272939425301772,-0.020161996543022392,2.134299614466727,0.0,0.05806225424785208,1.3869601422920823,-0.2593169839238054,-0.12820434714219725,2.1375946784392,-1.5656072761431146,0.3594645265195556,2.0169226760044694,-1.5796933378117923,-0.47995955502362353
33,walking-000034.png,2.008559891022742,-1.7291570180480287,-0.059820955471832166,2.134299614466727,0.0,0.05806225424785208,1.4800885999575257,-0.2534111068027578,-0.07738822819163627,2.2545821154490113,-1.5777194330397768,0.3202607954169354,2.0909116873517632,-1.5860368025778802,-0.5242488799399246
34,walking-000035.png,2.192959130741656,-1.688960416269376,-0.08962296197694375,2.134299614466727,0.0,0.05806225424785208,1.9082857677713037,-0.11764498850141347,-0.06457064553010552,2.4882740387693048,-1.5406041715418968,0.2792149315279664,2.30533751193434,-1.5625997970339764,-0.5426438364347896
35,walking-000036.png,2.0518269250169396,-1.7452447565761675,-0.046182847071206096,2.134299614466727,0.0,0.05806225424785208,1.7455511996522546,-0.20158747103840735,-0.15815754402326987,2.3581400820985436,-1.5915123579450663,0.33053258204453073,2.1655208030715585,-1.609817036740208,-0.4952832574114838
36,walking-000037.png,2.2640706235542893,-1.6733557621773203,-0.11086997481252864,2.134299614466727,-0.0012754234930800745,0.05806225424785208,2.253618420101702,0.0,-0.1572280794739539,2.589080267585814,-1.5326965718754617,0.23076579887339083,2.3740178579464555,-1.544089048189195,-0.561541818221761
37,walking-000038.png,2.2122611375525594,-1.710840843168542,-0.08477168334565019,2.192740916274488,0.0,0.10368776968192012,2.253618420101702,-0.028918233704306795,-0.1572280794739539,2.52524855453521,-1.5678128845639667,0.31942709066835817,2.310206581838429,-1.5821116334989547,-0.5655911128022766
38,walking-000039.png,2.228356088511646,-1.7409541509731536,-0.044549710344786025,2.192740916274488,0.0,0.10368776968192012,2.3051783023402095,-0.043546876354920494,-0.1687065107873157,2.5246974183246493,-1.6014377034479141,0.3353335394307979,2.312785583548248,-1.613192499660764,-0.5059974352643752
39,walking-000040.png,2.26912850048393,-1.742448712970831,-0.06012786489575478,2.192740916274488,0.0,0.10368776968192012,2.5030375411733985,-0.03442257058848197,-0.11282874589260569,2.540086000226438,-1.5882143710319716,0.3417066416595639,2.3379502361640334,-1.6064811314046699,-0.5323638723311385
40,walking-000041.png,2.331110312603414,-1.7229209385645792,-0.0811543373926163,2.192740916274488,0.0,0.10368776968192012,2.714360966347158,-0.0035081832739585206,-0.12164838646059711,2.5869900127872825,-1.5762954030249552,0.3435821464882367,2.3853884926065803,-1.5855318294933511,-0.5537689112777945
41,walking-000042.png,2.3711094399914145,-1.7311233254377203,-0.0923495040351138,2.192740916274488,0.0,0.10368776968192012,2.8454390009865165,-0.029304902217234252,-0.1292691657575098,2.576475723646581,-1.5936137824254766,0.3574849550356518,2.418351243250072,-1.5944282655645927,-0.5670828583373143
42,walking-000043.png,2.3905073096975684,-1.7434634776323077,-0.045059032889483625,2.192740916274488,0.0,0.10368776968192012,2.9683451345190406,-0.05287222752097431,-0.11540596930408861,2.586632310412824,-1.5996234867321346,0.3745376979981422,2.4496322898194194,-1.6084301836184378,-0.5024489932388302
43,walking-000044.png,2.311086035333574,-1.7565783634176841,-0.029042927582637518,2.192740916274488,0.0,0.10368776968192012,2.7200737660750747,-0.05403252018312066,-0.08272083976440817,2.5099807595834136,-1.6071462708440876,0.3869180812456301,2.374696417711675,-1.6170540066466899,-0.4939153447198009
